S No,Station Name,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State,Coordinates
304,METPANJRA,MER,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA,
305,MORSHI,MRSH,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA,
306,NAGRI,NGI,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA,
307,NAWEGAON,NVG,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH,
308,PALACHAURI,PCLI,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH,
309,PIMPALKHUTI,PMKT,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA,
310,PUSLA,PUSA,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA,
311,SAHELI,SAHL,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH,
312,SELOO ROAD,SLOR,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA,
313,SINDI,SNI,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA,
314,SONEGAON,SNN,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA,
315,SONKHAMB,SNKB,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA,
316,TADALI,TAE,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA,
317,TAKU,TAKU,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH,
318,TALNI,TLN,E,NSG6,NGP,CR,BULDHANA,MAHARASHTRA,
319,TEEGAON,TEO,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH,
320,TIMTALA,TMT,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA,
321,TULJAPUR,TGP,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA,
322,WAGHOLI,WG,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA,
323,WANI,WANI,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA,
324,WARUD ORANGE CITY,WOC,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA,
325,KADETHAN,KDTN,F,HG2,PUNE,CR,PUNE,MAHARASHTRA,
326,KANHE,KNHE,F,HG2,PUNE,CR,PUNE,MAHARASHTRA,
327,KATPHAL,KFH,F,HG2,PUNE,CR,PUNE,MAHARASHTRA,
328,KHUTBAV,KTT,F,HG2,PUNE,CR,PUNE,MAHARASHTRA,
329,MANJARI BUDRUK,MJBK,F,HG2,PUNE,CR,PUNE,MAHARASHTRA,
330,SHIRSAI,SSI,F,HG2,PUNE,CR,PUNE,MAHARASHTRA,
331,VISHRAMBAG,VRB,F,HG2,PUNE,CR,SANGLI,MAHARASHTRA,
332,AMNAPUR,ANQ,F,HG3,PUNE,CR,SANGLI,MAHARASHTRA,
333,MADHAVNAGAR,MDVR,F,HG3,PUNE,CR,SANGLI,MAHARASHTRA,
334,MALADGAON,MDDG,F,HG3,PUNE,CR,PUNE,MAHARASHTRA,
335,"NIMSHIRGAON
TAMDALGE",NMGT,F,HG3,PUNE,CR,KOLHAPUR,MAHARASHTRA,
336,PHALTAN,PLLD,NA,HG3,PUNE,CR,SATARA,MAHARASHTRA,
337,SURWADI,SWLN,NA,HG3,PUNE,CR,SATARA,MAHARASHTRA,
338,TARADGAON,TGLN,NA,HG3,PUNE,CR,SATARA,MAHARASHTRA,
339,PUNE JN.,PUNE,A1,NSG1,PUNE,CR,PUNE,MAHARASHTRA,
340,"CHHATRAPATI SHAHU
MAHARAJ TERMINUS",KOP,A,NSG3,PUNE,CR,KOLHAPUR,MAHARASHTRA,
341,MIRAJ JN.,MRJ,NA,NSG3,PUNE,CR,SANGLI,MAHARASHTRA,
342,BARAMATI,BRMT,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA,
343,HATKANANGALE,HTK,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA,
344,JAYASINGPUR,JSP,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA,
345,JEJURI,JJR,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA,
346,KARAD,KRD,B,NSG5,PUNE,CR,SATARA,MAHARASHTRA,
347,KEDGAON,KDG,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA,
348,KIRLOSKARVADI,KOV,D,NSG5,PUNE,CR,SANGLI,MAHARASHTRA,
349,SANGLI,SLI,B,NSG5,PUNE,CR,SANGLI,MAHARASHTRA,
350,SATARA,STR,B,NSG5,PUNE,CR,SATARA,MAHARASHTRA,
351,URULI,URI,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA,
352,VALIVADE,VV,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA,
353,ADARKI,AKI,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
354,ALANDI,ALN,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
355,AMBALE,ABLE,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
356,BHAVANINAGAR,BVNR,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA,
357,BHILAVDI,BVQ,D,NSG6,PUNE,CR,SANGLI,MAHARASHTRA,
358,DAUNDAJ,DNJ,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
359,HADAPSAR,HDP,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
360,JARANDESHWAR,JSV,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
361,KOREGAON,KRG,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
362,LONAND JN.,LNN,D,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
363,LONI,LONI,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
364,MASUR,MSR,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
365,NANDRE,NDE,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA,
366,NIRA,NIRA,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
367,PALSI,PLV,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
368,PATAS,PAA,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
369,PHURSUNGI,FSG,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
370,RAHIMATPUR,RMP,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
371,RAJEVADI,RJW,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
372,RUKADI,RKD,E,NSG6,PUNE,CR,KOLHAPUR,MAHARASHTRA,
373,SALPA,SLP,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
374,SASVAD ROAD,SSV,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
375,SHENOLI,SNE,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
376,SHINDAWANE,SHIV,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
377,SHIRAVDE,SIW,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
378,TAKARI,TKR,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA,
379,TARGAON,TAZ,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
380,VALHA,WLH,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
381,WATHAR,WTR,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA,
382,YEVAT,YT,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA,
383,AKURDI,AKRD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
384,BEGDEWADI,BGWI,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
385,CHINCHVAD,CCH,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
386,DAPODI,DAPD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
387,DEHU ROAD,DEHR,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
388,GHORAWADI,GRWD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
389,KAMSHET,KMST,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
390,KASARWADI,KSWD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
391,KHADKI,KK,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
392,MALAVLI,MVL,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
393,PIMPRI,PMP,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
394,SHIVAJI NAGAR,SVJR,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
395,TALEGAON,TGN,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
396,VADGAON,VDN,C,SG3,PUNE,CR,PUNE,MAHARASHTRA,
397,BHARAT FORGE COMP SD,BFSG,"Siding, not
for
passengers",,PUNE,CR,PUNE,MAHARASHTRA,
398,GUR MARKET,GRMT,"Goods shed,
not for
passengers",,PUNE,CR,KOLHAPUR,MAHARASHTRA,
399,SHELARWADI,SLRW,"Operational
halt, not for
passengers",,PUNE,CR,PUNE,MAHARASHTRA,
400,ASHTI,AHI,NA,HG3,SUR,CR,SOLAPUR,MAHARASHTRA,
401,BELANKI,BLNK,F,HG3,SUR,CR,SANGLI,MAHARASHTRA,
402,HARANGUL,HGL,F,HG3,SUR,CR,LATUR,MAHARASHTRA,
403,JAVALE,JVA,F,HG3,SUR,CR,SOLAPUR,MAHARASHTRA,
404,KADA,KDAA,F,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
405,KALAMB ROAD,KMRD,F,HG3,SUR,CR,OSMANABAD,MAHARASHTRA,
406,LANGARPETH,LNP,F,HG3,SUR,CR,SANGLI,MAHARASHTRA,
407,MHASOBA DONGARGAON,MSDG,F,HG3,SUR,CR,SOLAPUR,MAHARASHTRA,
408,MURUD,MRX,F,HG3,SUR,CR,LATUR,MAHARASHTRA,
409,NARAYANDOHO,NYDO,F,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
410,NEW DHANORA,NDNR,F,HG3,SUR,CR,BEED,MAHARASHTRA,
411,NEW LONI,NLNI,F,HG3,SUR,CR,BEED,MAHARASHTRA,
412,NIMBLAK,NNB,NA,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
413,NIPANI VADGAON,NPW,F,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
414,PATHROT,PTRT,NA,HG3,SUR,CR,AMRAVATI,MAHARASHTRA,
415,SOLAPURWADI,SPWI,F,HG3,SUR,CR,BEED,MAHARASHTRA,
416,WASUD,WSD,F,HG3,SUR,CR,SOLAPUR,MAHARASHTRA,
417,SOLAPUR,SUR,NA,NSG2,SUR,CR,SOLAPUR,MAHARASHTRA,
418,AHMADNAGAR.,ANG,NA,NSG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
419,DAUND JN.,DD,NA,NSG3,SUR,CR,PUNE,MAHARASHTRA,
420,KALABURAGI,KLBG,C,NSG3,SUR,CR,BAGALKOTE,KARNATAKA,
421,KOPARGAON,KPG,NA,NSG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
422,SAINAGAR SHIRDI,SNSI,A,NSG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
423,KURDUWADI,KWV,NA,NSG4,SUR,CR,SOLAPUR,MAHARASHTRA,
424,LATUR,LUR,NA,NSG4,SUR,CR,LATUR,MAHARASHTRA,
425,PANDHARPUR,PVR,NA,NSG4,SUR,CR,SOLAPUR,MAHARASHTRA,
426,WADI,WADI,NA,NSG4,SUR,CR,KALABURAGI,KARNATAKA,
427,AKALKOT ROAD,AKOR,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA,
428,BARSI TOWN,BTW,NA,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA,
429,BELAPUR,BAP,NA,NSG5,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
430,DAUND CHORDLINE,DDCC,A,NSG5,SUR,CR,PUNE,MAHARASHTRA,
431,DUDHANI,DUD,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA,
432,GANAGAPUR ROAD,GUR,D,NSG5,SUR,CR,KALABURAGI,KARNATAKA,
433,HOTGI,HG,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA,
434,JEUR,JEUR,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA,
435,SHAHABAD,SDB,D,NSG5,SUR,CR,KALABURAGI,KARNATAKA,
436,USMANABAD,UMD,NA,NSG5,SUR,CR,OSMANABAD,MAHARASHTRA,
437,AKOLNER,AKR,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
438,ANGAR,AAG,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
439,ARAG,ARAG,NA,NSG6,SUR,CR,SANGLI,MAHARASHTRA,
440,AUSA ROAD,OSA,E,NSG6,SUR,CR,LATUR,MAHARASHTRA,
441,BABLAD,BBD,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
442,BALE,BALE,NA,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
443,BELVANDI,BWD,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
444,BHIGWAN,BGVN,NA,NSG6,SUR,CR,PUNE,MAHARASHTRA,
445,BORIBIAL,BRB,E,NSG6,SUR,CR,PUNE,MAHARASHTRA,
446,BOROTI,BOT,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
447,CHITALI,CIT,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
448,DHALGAON,DLGN,E,NSG6,SUR,CR,SANGLI,MAHARASHTRA,
449,DHAVALAS,DHS,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
450,DHOKI,DKY,E,NSG6,SUR,CR,OSMANABAD,MAHARASHTRA,
451,GAUDGAON.,GDGN,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
452,HIRENANDURU,HQR,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
453,HUNSIHADGIL,HHD,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
454,JATH ROAD,JTRD,E,NSG6,SUR,CR,SANGLI,MAHARASHTRA,
455,JINTI ROAD,JNTR,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
456,KANHEGAON,KNGN,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
457,KASHTI,KSTH,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
458,KAVATHE-MAHANKAL,KVK,NA,NSG6,SUR,CR,SANGLI,MAHARASHTRA,
459,KEM,KEM,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
460,KULALI,KUI,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
461,MADHA,MA,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
462,MALIKPETH,MKPT,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
463,MALTHAN,MLM,E,NSG6,SUR,CR,PUNE,MAHARASHTRA,
464,MARTUR,MR,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
465,MODNIMB,MLB,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
466,MOHOL,MO,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
467,MUNDHEWADI,MVE,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
468,NAGANSUR,NGS,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
469,PADHEGAON,PDGN,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
470,PAKNI,PK,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
471,PANGRI,PJR,E,NSG6,SUR,CR,OSMANABAD,MAHARASHTRA,
472,PAREWADI,PRWD,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
473,POPHLAJ,PPJ,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
474,PUNTAMBA,PB,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
475,RAHURI,RRI,NA,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
476,RANJANGAON ROAD,RNJD,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
477,SANGOLA,SGLA,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
478,SAROLA,SRL,E,NSG6,SUR,CR,PUNE,MAHARASHTRA,
479,SAWALGI,SVG,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
480,SHENDRI,SEI,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
481,SHRIGONDA ROAD,SGND,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
482,SULGARE,SGRE,E,NSG6,SUR,CR,SANGLI,MAHARASHTRA,
483,TAJ SULTANPUR,TJSP,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA,
484,TIKEKARWADI,TKWD,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
485,TILATI,TLT,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
486,VAKAV,WKA,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
487,VAMBORI,VBR,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
488,VILAD,VL,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
489,VISAPUR,VPR,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA,
490,WADSINGE,WDS,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
491,WASHIMBE,WSB,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA,
492,YEDSHI,YSI,E,NSG6,SUR,CR,OSMANABAD,MAHARASHTRA,
493,YEOLA,YL,NA,NSG6,SUR,CR,NASHIK,MAHARASHTRA,
494,PALSAP,PCP,F,,SUR,CR,OSMANABAD,MAHARASHTRA,
495,BAGADIA PH,BGDI,F,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
496,BANABIHARI GWALIPUR,BNHR,F,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
497,CHATRAPUR COURT PH,CAPC,F,HG2,KUR,ECOR,GANJAM,ODISHA,
498,DANDIMAL PH,DNDL,F,HG2,KUR,ECOR,DHENKANAL,ODISHA,
499,DULAKHAPATNA PH,DLPT,F,HG2,KUR,ECOR,JAJAPUR,ODISHA,
500,JANKIDEIPUR PH,JKDP,F,HG2,KUR,ECOR,PURI,ODISHA,
501,JHANKADA SARALA ROAD,JSRD,NA,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
502,KALIJAI - PH,KLJI,F,HG2,KUR,ECOR,GANJAM,ODISHA,
503,KAPALI ROAD PH,KPLD,F,HG2,KUR,ECOR,BHADRAK,ODISHA,
504,KATHAJORI PH,KTJI,F,HG2,KUR,ECOR,CUTTACK,ODISHA,
505,LINGARAJ TEMPLE ROAD,LGTR,F,HG2,KUR,ECOR,KHORDHA,ODISHA,
506,MUKTESWARPURI PH,MKTP,F,HG2,KUR,ECOR,KHORDHA,ODISHA,
507,NIMAKANA PH,NIN,F,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
508,PATIA PH,PTAB,F,HG2,KUR,ECOR,KHORDHA,ODISHA,
509,SHYAMACHARANPUR PH,SCPR,F,HG2,KUR,ECOR,DHENKANAL,ODISHA,
510,TALCHER THERMAL PH,TTPT,F,HG2,KUR,ECOR,ANUGUL,ODISHA,
511,VANIVIHAR PH,BNBH,F,HG2,KUR,ECOR,KHORDHA,ODISHA,
512,ARGUL PH,ARGL,F,HG3,KUR,ECOR,KHORDHA,ODISHA,
513,BADAKHANDIAITA,BDKT,F,HG3,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
514,BADAPADAGAON PH,BDPG,F,HG3,KUR,ECOR,CUTTACK,ODISHA,
515,BOLAGARH TOWN PH,BORT,F,HG3,KUR,ECOR,KHORDHA,ODISHA,
516,BRAHMANI PH,BRMI,F,HG3,KUR,ECOR,JAJAPUR,ODISHA,
517,DHAULIMUHAN PH,DLMH,F,HG3,KUR,ECOR,KHORDHA,ODISHA,
518,GOLABAI PH,GLBA,F,HG3,KUR,ECOR,KHORDHA,ODISHA,
519,GOPALPUR BALIKUDA PH,GBK,F,HG3,KUR,ECOR,CUTTACK,ODISHA,
520,GOPINATH JEW BAN,GNJB,F,HG3,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
521,JENAPUR ROAD PH,JPRD,F,HG3,KUR,ECOR,PURI,ODISHA,
522,MAHADIA PH,MHDB,F,HG3,KUR,ECOR,DHENKANAL,ODISHA,
523,MANGULI-CHOUDWAR PH,MACR,F,HG3,KUR,ECOR,CUTTACK,ODISHA,
524,MATTAGAJAPUR,MTND,F,HG3,KUR,ECOR,CUTTACK,ODISHA,
525,NAYABHAGIRATHIPUR PH,NBT,F,HG3,KUR,ECOR,DHENKANAL,ODISHA,
526,SARPESWAR PH,SPSR,F,HG3,KUR,ECOR,CUTTACK,ODISHA,
527,SRI JHADESWAR PH,SJDR,F,HG3,KUR,ECOR,CUTTACK,ODISHA,
528,BHUBANESWAR,BBS,A1,NSG2,KUR,ECOR,KHORDHA,ODISHA,
529,PURI,PURI,A1,NSG2,KUR,ECOR,PURI,ODISHA,
530,BHADRAK,BHC,A,NSG3,KUR,ECOR,BHADRAK,ODISHA,
531,BRAHMAPUR,BAM,A,NSG3,KUR,ECOR,GANJAM,ODISHA,
532,CUTTACK,CTC,A,NSG3,KUR,ECOR,CUTTACK,ODISHA,
533,KHURDA ROAD JN.,KUR,A,NSG3,KUR,ECOR,KHORDHA,ODISHA,
534,PALASA,PSA,A,NSG3,KUR,ECOR,SRIKAKULAM,ANDHRA PRADESH,
535,BALUGAON,BALU,B,NSG4,KUR,ECOR,KHORDHA,ODISHA,
536,JAJPUR KEONJHAR ROAD,JJKR,A,NSG4,KUR,ECOR,JAJAPUR,ODISHA,
537,ANGUL,ANGL,B,NSG5,KUR,ECOR,ANUGUL,ODISHA,
538,CHATRAPUR,CAP,B,NSG5,KUR,ECOR,GANJAM,ODISHA,
539,DHANMANDAL,DNM,E,NSG5,KUR,ECOR,JAJAPUR,ODISHA,
540,DHENKANAL,DNKL,B,NSG5,KUR,ECOR,DHENKANAL,ODISHA,
541,ICHCHAPURAM,IPM,B,NSG5,KUR,ECOR,SRIKAKULAM,ANDHRA PRADESH,
542,KENDUJHARGARH,KDJR,D,NSG5,KUR,ECOR,KENDUJHAR,ODISHA,
543,KHALLIKOTA,KIT,D,NSG5,KUR,ECOR,GANJAM,ODISHA,
544,PARADEEP,PRDP,B,NSG5,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
545,SOMPETA,SPT,B,NSG5,KUR,ECOR,SRIKAKULAM,ANDHRA PRADESH,
546,TALCHER,TLHR,B,NSG5,KUR,ECOR,ANUGUL,ODISHA,
547,TALCHER ROAD,TLHD,D,NSG5,KUR,ECOR,ANUGUL,ODISHA,
548,BADABANDHA,BDBA,E,NSG6,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
549,BAGHUAPAL,BGPL,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
550,BAITARNI ROAD,BTV,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
551,BAJIPADA,BJPD,NA,NSG6,KUR,ECOR,KENDRAPARA,ODISHA,
552,BARANG,BRAG,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
553,BARITHENGARH PH,BRTG,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
554,BARUVA,BAV,E,NSG6,KUR,ECOR,SRIKAKULAM,ANDHRA PRADESH,
555,BASANTAPUR,BSTP,E,NSG6,KUR,ECOR,KENDUJHAR,ODISHA,
556,BAUDPUR,BUDR,E,NSG6,KUR,ECOR,BHADRAK,ODISHA,
557,BEGUNIA,BYZA,NA,NSG6,KUR,ECOR,KHORDHA,ODISHA,
558,BHUBANESWAR NEW,BBSN,NA,NSG6,KUR,ECOR,KHORDHA,ODISHA,
559,BHUSANDPUR,BSDP,E,NSG6,KUR,ECOR,KHORDHA,ODISHA,
560,BIRPURUSOTHAMPUR,BRST,E,NSG6,KUR,ECOR,PURI,ODISHA,
561,BOLAGARH ROAD,BORD,NA,NSG6,KUR,ECOR,KHORDHA,ODISHA,
562,BUDHAPANK,BDPK,E,NSG6,KUR,ECOR,ANUGUL,ODISHA,
563,BYREE,BYY,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
564,CHANDIKHOLE RD.,CIKR,NA,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
565,CHARBATIA,CBT,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
566,CHILIKDARA,CLDR,E,NSG6,KUR,ECOR,KENDUJHAR,ODISHA,
567,CHILKA,CLKA,E,NSG6,KUR,ECOR,KHORDHA,ODISHA,
568,DELANG,DEG,E,NSG6,KUR,ECOR,PURI,ODISHA,
569,GANGADHARPUR,GNGD,E,NSG6,KUR,ECOR,KHORDHA,ODISHA,
570,GANJAM,GAM,E,NSG6,KUR,ECOR,GANJAM,ODISHA,
571,GHANTAKHAL NIDHIPUR,GHNH,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
572,GOALDIH,GADH,E,NSG6,KUR,ECOR,KENDUJHAR,ODISHA,
573,GOLANTHRA,GTA,E,NSG6,KUR,ECOR,GANJAM,ODISHA,
574,GORAKHNATH,GRKN,E,NSG6,KUR,ECOR,JAGATSINGHAPUR,ODISHA,
575,GURUDIJHATIA,GJTA,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
576,HARICHANDANPUR,HCNR,E,NSG6,KUR,ECOR,KENDUJHAR,ODISHA,
577,HARIDASPUR,HDS,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
578,HARIPURGRAM JN.,HPGM,F,NSG6,KUR,ECOR,PURI,ODISHA,
579,HINDOL ROAD,HND,E,NSG6,KUR,ECOR,DHENKANAL,ODISHA,
580,HUMMA,HMA,E,NSG6,KUR,ECOR,GANJAM,ODISHA,
581,JAGANNATHAPUR,JNP,E,NSG6,KUR,ECOR,GANJAM,ODISHA,
582,JAKHAPURA JN,JKPR,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
583,JENAPUR,JEN,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
584,JHADUPUDI,JPI,E,NSG6,KUR,ECOR,SRIKAKULAM,ANDHRA PRADESH,
585,JORANDA ROAD,JRZ,E,NSG6,KUR,ECOR,DHENKANAL,ODISHA,
586,KAIPADAR ROAD,KPXR,E,NSG6,KUR,ECOR,KHORDHA,ODISHA,
587,KALAGAR,KLGA,NA,NSG6,KUR,ECOR,KENDRAPARA,ODISHA,
588,KALUPARA GHAT,KAPG,E,NSG6,KUR,ECOR,KHORDHA,ODISHA,
589,KANAS ROAD,KASR,E,NSG6,KUR,ECOR,PURI,ODISHA,
590,KANDARPUR,KDRP,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
591,KAPILAS ROAD,KIS,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
592,KENDRAPARA,KENP,NA,NSG6,KUR,ECOR,KENDRAPARA,ODISHA,
593,KENDRAPARA ROAD,KNPR,E,NSG6,KUR,ECOR,CUTTACK,ODISHA,
594,KENDUAPADA,KED,E,NSG6,KUR,ECOR,BHADRAK,Odisha,
595,KEREJANGA,KPJG,E,NSG6,KUR,ECOR,ANUGUL,ODISHA,
596,KHURDA TOWN,KURT,NA,NSG6,KUR,ECOR,KHORDHA,ODISHA,
597,KORAI,KRIH,E,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
598,KUHURI,KUU,E,NSG6,KUR,ECOR,KHORDHA,ODISHA,
599,LALITGIRI,LLTG,NA,NSG6,KUR,ECOR,JAJAPUR,ODISHA,
600,MAHIPUR,MAHI,E,NSG6,KUR,ECOR,NAYAGARH,ODISHA,
601,MALATIPATPUR,MLT,E,NSG6,KUR,ECOR,PURI,ODISHA,
